new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,2,2,2,0,0,4096,9,164.3828
1,2,2,1,1,1,1024,5,165.7098
1,1,2,2,0,1,1024,5,337.4748
1,2,1,0,1,0,1024,9,167.6726
0,1,2,1,0,0,1024,9,337.4748
0,2,1,2,0,0,4096,9,337.4748
0,2,2,2,0,0,4096,1,166.6618
0,2,2,2,0,0,4096,0,337.4748
0,2,2,2,0,1,4096,9,164.142
1,2,2,1,0,1,4096,9,165.2772
0,2,2,2,0,1,4096,5,164.8178
0,2,2,2,0,1,2048,9,164.5982
0,2,2,2,0,1,512,9,165.1012
1,0,1,0,1,0,1024,9,337.4748
0,2,2,2,1,0,4096,9,165.7986
0,2,2,0,0,1,1024,9,164.231
1,2,2,0,1,0,4096,1,166.8476
0,2,2,0,0,0,1024,1,165.1946
0,2,2,0,0,1,1024,5,164.4738
0,2,2,2,0,1,1024,9,164.2452
