new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1,1,2,0,1,1,1024,5,337.4748
0,0,1,0,0,0,1024,5,337.4748
0,2,1,1,0,0,1024,5,337.4748
0,1,2,0,0,0,2048,0,31.6514
0,1,2,1,0,0,2048,0,31.6962
1,1,2,0,1,1,2048,0,32.7946
0,1,2,1,1,0,2048,0,31.9244
0,1,1,0,0,0,2048,0,32.2248
0,1,1,0,1,0,2048,0,32.0884
1,1,2,2,0,1,2048,0,32.4974
0,1,2,0,0,1,2048,0,32.1222
1,1,1,0,0,0,2048,0,32.4476
1,1,2,1,1,1,2048,0,33.1484
1,1,2,0,1,0,2048,0,31.7862
0,1,2,2,0,0,2048,0,31.9334
0,1,1,0,0,1,2048,0,32.65
0,1,1,2,0,0,2048,0,337.4748
1,1,1,0,1,1,512,0,32.952
1,1,2,0,1,0,512,0,31.376
0,1,2,0,0,0,512,0,31.3186
1,1,1,0,1,0,1024,0,31.9774
0,0,1,0,1,1,2048,5,337.4748
1,1,1,2,1,0,4096,5,337.4748
1,2,2,0,0,1,4096,5,164.601
0,0,2,2,0,1,1024,9,337.4748
0,1,1,1,1,1,512,0,337.4748
1,2,1,2,0,1,4096,9,337.4748
0,1,1,2,0,0,1024,1,337.4748
0,1,1,0,0,1,512,0,32.3318
0,2,1,2,1,1,2048,0,337.4748
0,1,1,1,0,0,2048,0,337.4748
1,1,2,2,1,0,1024,5,337.4748
1,1,1,2,1,0,4096,1,337.4748
0,2,2,2,1,1,4096,0,337.4748
1,0,2,1,1,0,2048,9,337.4748
0,2,2,2,1,1,4096,5,165.53
1,0,1,1,1,0,1024,1,337.4748
0,1,2,1,1,1,1024,0,32.4414
0,1,2,0,1,1,2048,0,32.3634
0,0,2,0,0,0,4096,0,163.7512
1,2,2,0,1,0,512,5,164.5372
0,0,1,2,0,0,1024,1,337.4748
0,1,2,2,0,1,1024,1,337.4748
0,0,1,1,0,1,4096,1,337.4748
1,1,1,2,1,1,4096,9,337.4748
1,2,1,1,1,1,512,1,337.4748
0,1,1,0,0,1,1024,5,337.4748
0,0,1,0,0,0,2048,9,337.4748
1,1,2,1,0,1,1024,5,337.4748
1,2,1,0,0,1,2048,0,337.4748
1,0,2,2,0,1,4096,1,337.4748
1,2,1,2,1,1,512,1,337.4748
0,0,1,2,0,0,512,1,337.4748
1,2,1,0,1,1,4096,5,166.1682
0,2,1,0,1,0,512,9,165.5856
0,0,2,0,1,1,1024,0,165.5856
1,2,1,0,0,1,512,9,166.1178
1,0,2,2,0,1,512,5,337.4748
1,1,1,0,0,0,1024,0,32.4778
0,0,1,2,0,0,1024,5,337.4748
1,1,1,1,0,1,2048,5,337.4748
0,1,1,0,1,1,512,1,337.4748
0,1,2,1,0,1,2048,5,337.4748
1,1,1,0,0,0,512,9,337.4748
1,1,1,1,1,0,4096,5,337.4748
0,0,2,2,1,0,2048,0,164.9596
0,0,1,1,1,0,2048,9,337.4748
0,0,2,0,1,1,4096,0,164.3484
1,2,2,1,0,1,1024,9,166.699
1,0,2,0,1,0,512,9,337.4748
0,0,1,1,0,0,2048,1,337.4748
1,2,2,1,0,1,4096,9,337.4748
0,1,2,1,0,1,4096,0,32.1136
1,1,2,0,0,1,4096,0,32.6992
1,1,2,2,1,0,4096,0,31.862
1,1,2,1,0,0,4096,0,32.6976
1,1,2,0,1,1,4096,0,32.7582
1,1,2,2,1,1,4096,0,32.0234
1,0,2,2,1,0,4096,5,337.4748
0,2,2,1,1,1,1024,1,166.4296
1,1,1,0,1,1,4096,0,32.9528
0,1,2,2,1,0,1024,1,337.4748
1,1,2,2,1,1,4096,0,337.4748
0,1,2,0,1,0,2048,0,337.4748
1,1,1,0,0,1,512,0,32.3174
1,1,1,0,0,1,1024,0,32.7674
0,0,1,1,1,1,2048,5,337.4748
1,0,1,0,1,0,2048,5,337.4748
1,1,1,0,1,1,1024,0,32.272
1,1,1,0,0,1,2048,0,33.0006
0,1,1,0,0,0,512,0,32.1214
1,2,1,1,0,0,4096,9,337.4748
1,1,1,0,0,1,4096,0,33.0218
0,1,2,0,1,1,2048,5,337.4748
0,2,1,0,1,0,4096,0,337.4748
0,1,1,1,0,1,1024,0,337.4748
1,1,2,0,0,1,4096,5,337.4748
1,1,1,2,1,0,2048,9,337.4748
1,1,2,0,1,0,4096,9,337.4748
0,0,2,1,0,1,2048,5,337.4748
1,2,1,1,0,1,4096,0,337.4748
0,2,2,1,1,1,512,0,337.4748
0,2,1,1,1,1,2048,9,337.4748
1,0,2,0,1,1,512,0,165.6214
0,2,2,0,0,1,2048,1,165.9052
0,1,2,1,1,1,4096,0,31.9532
0,1,2,0,0,1,2048,0,31.9532
1,1,1,2,0,1,2048,5,337.4748
1,0,2,2,1,1,4096,9,337.4748
1,1,1,1,1,0,1024,0,337.4748
1,0,1,2,1,0,2048,5,337.4748
0,0,2,0,1,0,512,5,337.4748
1,0,2,0,1,0,4096,1,337.4748
0,2,2,0,1,1,2048,9,165.2694
0,1,2,1,1,1,4096,9,337.4748
0,1,1,0,0,0,512,0,337.4748
1,1,2,0,0,1,1024,0,32.145
1,2,1,0,1,0,4096,9,166.1892
0,0,2,0,1,0,4096,9,337.4748
1,2,2,0,0,0,4096,1,166.5774
1,0,1,0,1,0,4096,1,337.4748
0,2,2,1,1,1,2048,5,167.052
1,2,1,2,0,1,512,5,337.4748
0,0,2,2,1,1,2048,1,337.4748
1,1,2,1,1,1,4096,0,33.3514
1,2,1,2,1,1,2048,5,337.4748
1,0,2,1,0,1,1024,0,163.0718
1,2,2,1,0,1,2048,1,166.4322
1,1,1,1,0,0,4096,1,337.4748
0,2,1,0,0,1,4096,9,167.0496
1,2,2,2,0,1,2048,1,166.0986
0,2,2,2,1,0,4096,5,163.342
0,2,1,1,1,1,4096,0,337.4748
1,0,1,0,1,1,1024,5,337.4748
1,1,1,0,0,0,512,0,32.4742
0,2,1,2,0,1,4096,5,337.4748
