topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
2,1,2,10,1,0,1000,1000,512,10000,2,29,0.863104843377
4,10,4,1000000,10,0,1000,1000,1024,10000,5,29,2.0
4,10,2,1000000,1,0,1000,10,512,10000,5,29,2.0
4,1,2,1000000,10,0,1,10,512,100,5,0,0.000708115962159
4,10,2,10,1,0,1000,1000,1024,10000,2,0,0.603760095759
2,1,2,1000000,10,0,1,10,512,100,5,29,2.0
4,1,2,1000000,1,0,1000,1000,1024,10000,5,0,2.0
2,10,2,1000000,1,1,1,1000,512,10000,2,29,0.00251517342713
2,10,2,10,10,1,1,1000,1024,10000,2,0,0.14924905664
2,10,4,10,1,0,1,1000,512,10000,2,0,0.0148309441228
2,1,4,10,1,1,1,1000,1024,10000,5,0,0.0148717969668
2,10,2,1000000,1,1,1,1000,1024,10000,2,29,0.00249610876661
2,1,2,10,1,0,1000,1000,512,100,2,0,2.0
4,1,2,10,10,1,1,1000,1024,100,5,0,2.0
2,1,2,10,10,0,1000,10,512,10000,5,29,2.0
4,10,4,1000000,1,0,1000,10,512,100,5,29,2.0
2,10,2,1000000,1,1,1000,1000,512,10000,5,29,2.0
2,10,2,1000000,1,0,1000,1000,512,10000,5,0,0.00119290304395
2,10,2,10,1,0,1000,1000,1024,10000,5,29,0.283517375395
4,1,2,10,10,0,1,10,512,100,5,0,0.0368519887845
2,10,2,10,1,1,1,1000,1024,10000,2,29,0.0147969000862
2,10,4,10,1,1,1000,10,1024,10000,5,0,2.0
2,10,2,1000000,1,0,1000,1000,1024,10000,2,29,0.000284608146329
2,10,4,1000000,1,0,1,1000,512,10000,2,0,0.00248793819782
2,1,4,1000000,1,1,1,1000,1024,10000,5,0,0.000804801026223
2,1,4,1000000,1,1,1,1000,1024,10000,2,0,0.00131137629146
2,1,2,1000000,1,1,1,1000,1024,10000,5,29,0.000821142163812
2,1,2,10,1,1,1,1000,1024,10000,5,0,0.0150746994252
2,1,4,10,1,1,1,1000,1024,10000,2,0,0.0149875466914
2,10,4,1000000,1,0,1,1000,512,10000,5,0,0.00100361820021
2,10,4,10,1,0,1,1000,512,10000,5,0,0.0149698437923
2,10,2,1000000,1,1,1,1000,1024,10000,5,29,0.000998171154352
2,10,2,10,1,1,1,1000,1024,10000,5,29,0.0150597200491
4,1,2,1000000,1,1,1,1000,1024,10000,5,0,0.000704030677762
4,1,2,10,1,1,1,1000,1024,10000,5,0,0.0145871888205
4,10,2,10,10,0,1,10,1024,100,2,0,0.143605917126
4,10,2,1000000,10,0,1,10,1024,100,5,0,0.000814333356483
4,10,2,1000000,10,0,1,10,512,100,2,29,4.08528439707e-06
2,1,2,1000000,1,0,1000,10,512,10000,5,29,2.0
2,10,2,1000000,10,1,1,1000,1024,10000,5,0,2.0
4,1,2,10,10,0,1000,1000,512,10000,2,0,0.544580665983
2,10,4,1000000,1,1,1,1000,1024,10000,5,0,0.00104991809005
2,10,4,1000000,1,1,1,1000,1024,10000,2,0,0.00256964388576
2,10,4,10,1,1,1,1000,1024,10000,5,29,0.0147696648569
2,10,2,1000000,1,0,1,1000,1024,10000,5,29,0.00105264161298
2,10,2,1000000,1,0,1,1000,1024,10000,2,29,0.00255330274817
2,1,2,1000000,1,0,1,1000,1024,10000,5,29,2.0
2,10,2,10,1,0,1,1000,512,10000,5,0,0.0146811503616
2,10,2,10,1,0,1,1000,1024,10000,2,29,0.0147778354257
4,1,4,1000000,1,1,1,1000,1024,10000,5,0,0.00089740080589
4,1,4,1000000,1,1,1,1000,1024,10000,2,0,0.00186697496946
4,1,4,10,1,1,1,1000,1024,10000,2,0,0.014766941334
4,10,2,1000000,10,0,1000,1000,1024,10000,2,29,0.000141623192432
4,10,2,1000000,1,1,1,1000,1024,10000,5,29,0.00091646546641
4,1,2,1000000,10,0,1000,1000,512,10000,2,29,2.0
4,10,4,1000000,1,1,1,1000,1024,10000,5,0,0.000943700695724
4,10,4,1000000,1,1,1,1000,1024,10000,2,29,0.00224282113399
4,10,4,10,1,1,1,1000,1024,10000,2,0,0.0144646302886
4,10,2,10,1,1,1,1000,1024,10000,5,0,0.0145545065453
4,10,2,1000000,1,1,1,1000,1024,10000,2,0,0.00276301401389
4,1,2,10,1,1,1000,1000,1024,10000,5,29,0.232227991552
4,10,4,10,1,1,1,1000,512,10000,5,29,0.0141718515734
4,1,4,1000000,10,0,1,10,512,100,5,0,5.44704586276e-06
4,1,4,1000000,10,0,1,10,1024,100,2,0,0.002421211886
4,10,4,1000000,10,0,1,10,1024,100,2,0,0.00314975427014
2,1,2,10,1,0,1,1000,1024,10000,5,0,0.0151672992049
2,1,4,10,1,0,1,1000,512,10000,2,29,0.0149289909484
2,1,4,10,1,0,1,1000,1024,10000,5,29,0.0151945344342
4,10,2,10,1,0,1,1000,1024,10000,5,29,0.0144414803437
4,1,2,10,1,0,1,1000,1024,10000,5,29,0.0144591832427
4,1,4,10,1,0,1,1000,1024,10000,2,29,0.0147805589486
4,1,4,1000000,10,1,1,10,1024,100,5,0,2.0
4,10,4,10,1,0,1,1000,512,10000,5,29,0.0143679452245
4,10,2,10,1,0,1,1000,512,10000,2,0,0.0149330762328
4,1,4,10,1,0,1,1000,512,10000,5,0,0.0146838738845
4,10,2,10,1,0,1,1000,512,100,5,0,2.0
4,1,4,10,10,0,1,10,512,100,5,0,0.0810152748784
4,10,4,10,10,1,1,1000,1024,10000,5,0,0.0790379972302
4,1,2,10,10,1,1,1000,1024,10000,2,0,0.143979039768
2,1,4,10,10,1,1,1000,512,10000,5,29,0.138384923666
2,1,2,10,10,0,1,10,512,100,5,0,0.085953021953
2,10,4,10,10,0,1000,1000,512,10000,5,29,0.34149709332
4,10,4,1000000,10,0,1,10,512,100,5,29,2.0
4,10,2,1000000,10,0,1,10,1024,100,2,0,7.35351191473e-05
2,10,2,1000000,1,0,1,1000,512,10000,5,29,0.00101178876901
4,10,2,1000000,1,0,1,10,1024,100,2,0,0.00286378436235
4,1,2,10,1,0,1,10,1024,100,5,0,0.0145722094444
4,10,2,1000000,10,0,1,10,512,100,2,0,0.00247568234463
4,10,2,10,1,1,1,1000,1024,10000,2,29,0.0143121130044
4,10,2,1000000,1,0,1,1000,512,10000,5,29,0.000870165576577
4,10,4,10,1,0,1,1000,1024,10000,2,29,0.0148745204897
4,10,2,1000000,1,0,1,1000,512,10000,2,29,0.00291280777511
4,10,2,1000000,1,0,1,10,1024,100,5,29,0.000823865686743
4,1,2,10,1,0,1,1000,512,10000,2,0,0.0146484680864
4,1,2,1000000,1,0,1,10,1024,100,5,29,0.000690413063105
4,1,2,1000000,1,0,1,10,1024,100,2,29,0.00333495382948
4,1,4,1000000,1,0,1,10,1024,100,2,0,0.00201132168483
4,1,4,1000000,1,0,1,10,1024,100,5,0,0.000791183411567
4,10,4,1000000,1,0,1,10,1024,100,2,29,0.00230001511555
4,1,4,1000000,10,0,1,10,512,100,2,29,0.00560909547718
4,1,2,10,1,0,1,1000,512,10000,5,0,0.0146021681966
4,1,4,1000000,10,0,1,10,1024,100,5,29,2.0
4,1,4,1000000,1,0,1,10,512,100,2,0,0.00193778656568
4,1,4,1000000,10,0,1,10,512,100,2,0,0.00514201129445
4,10,2,1000000,1,1,1,10,512,10000,2,0,2.0
2,10,4,10,1,1,1,10,512,100,2,0,0.0147546854808
2,10,4,10,1,0,1,10,512,100,2,0,0.015024314251
4,10,2,10,1,1,1,10,512,100,5,29,0.0143148365273
2,1,2,10,1,1,1,10,512,100,5,0,0.0149916319758
4,10,2,10,1,0,1000,10,512,100,5,0,0.204465760551
4,1,4,10,10,1,1000,10,1024,100,5,0,0.181072060331
2,1,2,10,1,1,1000,10,512,100,2,29,0.84315095262
4,1,4,10,10,1,1,10,1024,100,5,0,0.0827801177379
4,10,4,10,10,0,1000,10,1024,100,5,29,0.159230768183
4,1,2,1000000,1,0,1,10,512,100,2,0,0.0032069482517
4,10,2,10,10,0,1,1000,512,10000,5,29,0.0814115474649
4,1,4,10,1,1,1,10,512,100,2,0,0.0148500087834
4,10,4,10,1,0,1,10,512,100,5,0,0.0146702562699
4,1,2,1000000,10,0,1,10,1024,100,2,0,0.0025641968399
2,1,4,1000000,1,1,1,1000,512,100,2,0,2.0
4,10,2,1000000,1,0,1,10,512,100,2,0,0.00286650788528
2,1,4,10,1,0,1,10,1024,100,5,29,0.0152285784708
4,1,2,10,10,0,1000,10,512,100,2,0,0.525837381169
2,10,4,10,10,1,1,10,512,100,5,29,0.13338998261
2,10,2,1000000,1,0,1000,1000,512,10000,2,0,0.000359505026942
4,10,2,10,10,1,1000,1000,512,10000,5,29,0.185796010856
4,10,2,10,10,1,1000,10,512,100,5,0,0.196587970472
2,10,2,10,1,0,1,10,512,100,5,29,0.0147791971871
4,10,2,10,10,1,1,10,512,100,2,0,0.145050746041
4,10,4,10,1,1,1000,10,1024,100,5,0,0.22377145285
2,10,4,10,10,1,1000,10,1024,100,2,0,0.741656147059
4,1,2,1000000,1,0,1,10,1024,100,2,0,0.00328593041671
4,10,4,10,1,1,1,10,1024,100,5,0,0.0140288666195
2,1,4,10,10,0,1,1000,1024,10000,2,0,0.149219097887
2,1,4,10,10,1,1000,1000,1024,10000,5,0,0.305102656388
4,1,2,10,1,1,1,10,512,10000,2,29,2.0
4,10,2,1000000,1,1,1,1000,512,10000,2,0,0.00297544880254
4,1,4,10,1,0,1000,10,1024,100,5,29,0.248093874388
4,10,2,1000000,10,0,1,1000,1024,100,2,0,2.0
2,1,2,10,10,1,1,10,1024,100,2,29,0.149412468016
2,10,4,10,1,1,1000,1000,512,10000,5,0,0.306047718845
4,1,4,10,10,0,1,1000,1024,10000,5,29,0.0803207765309
4,1,4,1000000,10,0,1,10,512,10000,2,0,2.0
4,1,4,10,1,0,1,10,512,100,2,29,0.015003887829
2,1,4,10,1,1,1,10,1024,100,5,29,0.0150188672051
2,1,2,10,1,0,1,10,1024,100,2,0,0.0149943554987
4,1,4,10,1,0,1,1000,512,10000,2,0,0.0149984407831
4,10,2,10,1,0,1,10,1024,100,2,29,0.0146280416645
4,10,4,10,10,1,1000,1000,1024,100,5,29,2.0
2,10,2,10,10,0,1,1000,1024,10000,5,29,0.13551705402
4,1,2,10,1,1,1,10,1024,100,5,29,0.0144292244905
2,1,4,10,10,0,1,10,1024,100,2,29,0.150221354326
2,10,4,10,1,0,1000,10,1024,100,5,0,0.30384983584
2,10,2,10,1,1,1,10,512,100,5,0,0.014746514912
4,10,4,10,10,0,1,10,512,100,5,29,0.077277239655
4,10,4,10,10,0,1,1000,512,10000,2,0,0.143167429934
4,10,2,1000000,1,0,1,1000,512,10000,2,0,0.0029808958484
4,10,4,10,1,0,1000,10,512,100,2,29,0.735413832501
2,1,4,10,10,0,1000,10,512,100,5,0,0.172291422401
2,10,2,10,10,0,1000,10,1024,100,5,29,0.277502475001
2,1,4,10,1,0,1,10,1024,100,5,0,0.0149766525997
4,10,4,10,10,1,1000,1000,1024,10000,5,0,0.169648243396
